home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Vasco da Gama-RJ,RJ,Parana-PR,PR,1,0,2018,8,1
Sao Paulo-SP,SP,Botafogo-RJ,RJ,3,2,2018,8,1
Chapecoense-SC,SC,Ceara-CE,CE,2,0,2018,8,1
Gremio-RS,RS,Fluminense-RJ,RJ,0,0,2018,8,0
Cruzeiro-MG,MG,Palmeiras-SP,SP,1,0,2018,8,1
Flamengo-RJ,RJ,Bahia-BA,BA,2,0,2018,8,1
Corinthians-SP,SP,America-MG,MG,1,0,2018,8,1
Atletico-PR,PR,Santos-SP,SP,2,0,2018,8,1
Atletico-MG,MG,Chapecoense-SC,SC,3,3,2018,9,0
Internacional-RS,RS,Sport-PE,PE,0,0,2018,9,0
Vasco da Gama-RJ,RJ,Botafogo-RJ,RJ,1,2,2018,9,0
Palmeiras-SP,SP,Sao Paulo-SP,SP,3,1,2018,9,1
America-MG,MG,Atletico-PR,PR,3,1,2018,9,1
Bahia-BA,BA,Gremio-RS,RS,0,2,2018,9,0
Flamengo-RJ,RJ,Corinthians-SP,SP,1,0,2018,9,1
Santos-SP,SP,Vitoria-BA,BA,5,2,2018,9,1
Ceara-CE,CE,Cruzeiro-MG,MG,0,1,2018,9,0
Parana-PR,PR,Fluminense-RJ,RJ,2,1,2018,9,1
Sao Paulo-SP,SP,Internacional-RS,RS,0,0,2018,10,0
Vitoria-BA,BA,Chapecoense-SC,SC,1,0,2018,10,1
Botafogo-RJ,RJ,Ceara-CE,CE,0,0,2018,10,0
Corinthians-SP,SP,Santos-SP,SP,1,1,2018,10,0
Sport-PE,PE,Atletico-PR,PR,1,0,2018,10,1
Cruzeiro-MG,MG,Vasco da Gama-RJ,RJ,1,1,2018,10,0
Gremio-RS,RS,Palmeiras-SP,SP,0,2,2018,10,0
Fluminense-RJ,RJ,Flamengo-RJ,RJ,0,2,2018,10,0
Parana-PR,PR,Bahia-BA,BA,1,0,2018,10,1
America-MG,MG,Atletico-MG,MG,1,3,2018,10,0
Atletico-PR,PR,Sao Paulo-SP,SP,0,1,2018,11,0
Chapecoense-SC,SC,Cruzeiro-MG,MG,2,0,2018,11,1
Vasco da Gama-RJ,RJ,Sport-PE,PE,3,2,2018,11,1
Corinthians-SP,SP,Vitoria-BA,BA,0,0,2018,11,0
Gremio-RS,RS,America-MG,MG,1,0,2018,11,1
Atletico-MG,MG,Fluminense-RJ,RJ,5,2,2018,11,1
Bahia-BA,BA,Botafogo-RJ,RJ,3,3,2018,11,0
Ceara-CE,CE,Palmeiras-SP,SP,2,2,2018,11,0
Flamengo-RJ,RJ,Parana-PR,PR,2,0,2018,11,1
Santos-SP,SP,Internacional-RS,RS,1,2,2018,11,0
Sao Paulo-SP,SP,Vitoria-BA,BA,3,0,2018,12,1
America-MG,MG,Chapecoense-SC,SC,0,0,2018,12,0
Fluminense-RJ,RJ,Santos-SP,SP,0,1,2018,12,0
Sport-PE,PE,Gremio-RS,RS,0,0,2018,12,0
Parana-PR,PR,Cruzeiro-MG,MG,1,1,2018,12,0
Botafogo-RJ,RJ,Atletico-PR,PR,2,0,2018,12,1
Palmeiras-SP,SP,Flamengo-RJ,RJ,1,1,2018,12,0
Atletico-MG,MG,Ceara-CE,CE,2,1,2018,12,1
Bahia-BA,BA,Corinthians-SP,SP,1,0,2018,12,1
Internacional-RS,RS,Vasco da Gama-RJ,RJ,3,1,2018,12,1
Ceara-CE,CE,Sport-PE,PE,1,0,2018,13,1
Vitoria-BA,BA,Parana-PR,PR,1,0,2018,13,1
Gremio-RS,RS,Atletico-MG,MG,2,0,2018,13,1
Corinthians-SP,SP,Botafogo-RJ,RJ,2,0,2018,13,1
Flamengo-RJ,RJ,Sao Paulo-SP,SP,0,1,2018,13,0
Cruzeiro-MG,MG,America-MG,MG,3,1,2018,13,1
Chapecoense-SC,SC,Bahia-BA,BA,1,1,2018,13,0
Vasco da Gama-RJ,RJ,Fluminense-RJ,RJ,1,1,2018,13,0
Santos-SP,SP,Palmeiras-SP,SP,1,1,2018,13,0
Atletico-PR,PR,Internacional-RS,RS,2,2,2018,13,0
Flamengo-RJ,RJ,Botafogo-RJ,RJ,2,0,2018,14,1
Sao Paulo-SP,SP,Corinthians-SP,SP,3,1,2018,14,1
Parana-PR,PR,America-MG,MG,1,0,2018,14,1
Bahia-BA,BA,Vitoria-BA,BA,4,1,2018,14,1
Vasco da Gama-RJ,RJ,Gremio-RS,RS,1,0,2018,14,1
Sport-PE,PE,Fluminense-RJ,RJ,1,2,2018,14,0
Palmeiras-SP,SP,Atletico-MG,MG,3,2,2018,14,1
Cruzeiro-MG,MG,Atletico-PR,PR,2,1,2018,14,1
Chapecoense-SC,SC,Santos-SP,SP,0,0,2018,14,0
Internacional-RS,RS,Ceara-CE,CE,1,0,2018,14,1
Fluminense-RJ,RJ,Palmeiras-SP,SP,1,0,2018,15,1
Atletico-MG,MG,Parana-PR,PR,2,0,2018,15,1
Santos-SP,SP,Flamengo-RJ,RJ,1,1,2018,15,0
Corinthians-SP,SP,Cruzeiro-MG,MG,2,0,2018,15,1
Vitoria-BA,BA,Sport-PE,PE,1,0,2018,15,1
Botafogo-RJ,RJ,Chapecoense-SC,SC,1,0,2018,15,1
Gremio-RS,RS,Sao Paulo-SP,SP,2,1,2018,15,1
America-MG,MG,Internacional-RS,RS,2,1,2018,15,1
Ceara-CE,CE,Bahia-BA,BA,0,2,2018,15,0
Atletico-PR,PR,Vasco da Gama-RJ,RJ,1,0,2018,15,1
Ceara-CE,CE,Fluminense-RJ,RJ,1,0,2018,16,1
Palmeiras-SP,SP,Parana-PR,PR,3,0,2018,16,1
Vasco da Gama-RJ,RJ,Corinthians-SP,SP,1,4,2018,16,0
Flamengo-RJ,RJ,Sport-PE,PE,4,1,2018,16,1
Internacional-RS,RS,Botafogo-RJ,RJ,3,0,2018,16,1
Cruzeiro-MG,MG,Sao Paulo-SP,SP,0,2,2018,16,0
Atletico-PR,PR,Vitoria-BA,BA,4,0,2018,16,1
Santos-SP,SP,America-MG,MG,0,1,2018,16,0
Chapecoense-SC,SC,Gremio-RS,RS,1,1,2018,16,0
Bahia-BA,BA,Atletico-MG,MG,2,2,2018,16,0
Botafogo-RJ,RJ,Santos-SP,SP,0,0,2018,17,0
Gremio-RS,RS,Flamengo-RJ,RJ,2,0,2018,17,1
Corinthians-SP,SP,Atletico-PR,PR,0,0,2018,17,0
Sao Paulo-SP,SP,Vasco da Gama-RJ,RJ,2,1,2018,17,1
Parana-PR,PR,Ceara-CE,CE,0,1,2018,17,0
America-MG,MG,Palmeiras-SP,SP,0,0,2018,17,0
Vitoria-BA,BA,Cruzeiro-MG,MG,1,1,2018,17,0
Sport-PE,PE,Chapecoense-SC,SC,1,1,2018,17,0
Fluminense-RJ,RJ,Bahia-BA,BA,1,1,2018,17,0
Atletico-MG,MG,Internacional-RS,RS,0,1,2018,17,0
Ceara-CE,CE,Atletico-PR,PR,0,0,2018,18,0
Bahia-BA,BA,America-MG,MG,1,0,2018,18,1
Atletico-MG,MG,Santos-SP,SP,3,1,2018,18,1
Parana-PR,PR,Botafogo-RJ,RJ,1,1,2018,18,0
Sport-PE,PE,Sao Paulo-SP,SP,1,3,2018,18,0
Chapecoense-SC,SC,Corinthians-SP,SP,2,1,2018,18,1
Flamengo-RJ,RJ,Cruzeiro-MG,MG,1,0,2018,18,1
Gremio-RS,RS,Vitoria-BA,BA,4,0,2018,18,1
Palmeiras-SP,SP,Vasco da Gama-RJ,RJ,1,0,2018,18,1
Fluminense-RJ,RJ,Internacional-RS,RS,0,3,2018,18,0
Santos-SP,SP,Sport-PE,PE,3,0,2018,19,1
Corinthians-SP,SP,Gremio-RS,RS,0,1,2018,19,0
Internacional-RS,RS,Parana-PR,PR,1,0,2018,19,1
Atletico-PR,PR,Flamengo-RJ,RJ,3,0,2018,19,1
Botafogo-RJ,RJ,Atletico-MG,MG,0,3,2018,19,0
Cruzeiro-MG,MG,Bahia-BA,BA,1,1,2018,19,0
Vitoria-BA,BA,Palmeiras-SP,SP,0,3,2018,19,0
Sao Paulo-SP,SP,Chapecoense-SC,SC,2,0,2018,19,1
America-MG,MG,Fluminense-RJ,RJ,0,0,2018,19,0
Vasco da Gama-RJ,RJ,Ceara-CE,CE,1,1,2018,19,0
Ceara-CE,CE,Santos-SP,SP,1,1,2018,20,0
Parana-PR,PR,Sao Paulo-SP,SP,1,1,2018,20,0
Bahia-BA,BA,Internacional-RS,RS,0,1,2018,20,0
Sport-PE,PE,America-MG,MG,0,2,2018,20,0
Palmeiras-SP,SP,Botafogo-RJ,RJ,2,0,2018,20,1
Gremio-RS,RS,Cruzeiro-MG,MG,1,1,2018,20,0
Fluminense-RJ,RJ,Corinthians-SP,SP,1,0,2018,20,1
Flamengo-RJ,RJ,Vitoria-BA,BA,1,0,2018,20,1
Atletico-MG,MG,Vasco da Gama-RJ,RJ,0,0,2018,20,0
Chapecoense-SC,SC,Atletico-PR,PR,2,1,2018,20,1
Santos-SP,SP,Bahia-BA,BA,2,0,2018,21,1
Corinthians-SP,SP,Parana-PR,PR,1,0,2018,21,1
Atletico-PR,PR,Gremio-RS,RS,2,1,2018,21,1
Botafogo-RJ,RJ,Sport-PE,PE,2,0,2018,21,1
Cruzeiro-MG,MG,Fluminense-RJ,RJ,2,1,2018,21,1
Sao Paulo-SP,SP,Ceara-CE,CE,1,0,2018,21,1
Internacional-RS,RS,Palmeiras-SP,SP,0,0,2018,21,0
Vitoria-BA,BA,Atletico-MG,MG,1,0,2018,21,1
America-MG,MG,Flamengo-RJ,RJ,2,2,2018,21,0
Vasco da Gama-RJ,RJ,Chapecoense-SC,SC,3,1,2018,21,1
Vitoria-BA,BA,America-MG,MG,1,0,2018,22,1
Gremio-RS,RS,Botafogo-RJ,RJ,4,0,2018,22,1
Vasco da Gama-RJ,RJ,Santos-SP,SP,0,3,2018,22,0
Corinthians-SP,SP,Atletico-MG,MG,1,1,2018,22,0
Flamengo-RJ,RJ,Ceara-CE,CE,0,1,2018,22,0
Atletico-PR,PR,Bahia-BA,BA,2,0,2018,22,1
Sport-PE,PE,Parana-PR,PR,1,0,2018,22,1
Sao Paulo-SP,SP,Fluminense-RJ,RJ,1,1,2018,22,0
Cruzeiro-MG,MG,Internacional-RS,RS,0,0,2018,22,0
Chapecoense-SC,SC,Palmeiras-SP,SP,1,2,2018,22,0
Bahia-BA,BA,Sport-PE,PE,2,0,2018,23,1
Botafogo-RJ,RJ,Cruzeiro-MG,MG,1,1,2018,23,0
Ceara-CE,CE,Corinthians-SP,SP,2,1,2018,23,1
Parana-PR,PR,Chapecoense-SC,SC,1,1,2018,23,0
Palmeiras-SP,SP,Atletico-PR,PR,2,0,2018,23,1
Internacional-RS,RS,Flamengo-RJ,RJ,2,1,2018,23,1
Atletico-MG,MG,Sao Paulo-SP,SP,1,0,2018,23,1
Fluminense-RJ,RJ,Vitoria-BA,BA,0,0,2018,23,0
Santos-SP,SP,Gremio-RS,RS,0,0,2018,23,0
America-MG,MG,Vasco da Gama-RJ,RJ,2,1,2018,23,1
Sport-PE,PE,Cruzeiro-MG,MG,0,0,2018,24,0
Sao Paulo-SP,SP,Bahia-BA,BA,1,0,2018,24,1
Flamengo-RJ,RJ,Chapecoense-SC,SC,2,0,2018,24,1
Internacional-RS,RS,Gremio-RS,RS,1,0,2018,24,1
Palmeiras-SP,SP,Corinthians-SP,SP,1,0,2018,24,1
America-MG,MG,Ceara-CE,CE,0,0,2018,24,0
Fluminense-RJ,RJ,Botafogo-RJ,RJ,1,0,2018,24,1
Vitoria-BA,BA,Vasco da Gama-RJ,RJ,1,0,2018,24,1
Parana-PR,PR,Santos-SP,SP,0,2,2018,24,0
Atletico-MG,MG,Atletico-PR,PR,3,1,2018,24,1
Gremio-RS,RS,Parana-PR,PR,2,0,2018,25,1
Ceara-CE,CE,Vitoria-BA,BA,2,0,2018,25,1
Vasco da Gama-RJ,RJ,Flamengo-RJ,RJ,1,1,2018,25,0
Botafogo-RJ,RJ,America-MG,MG,1,0,2018,25,1
Santos-SP,SP,Sao Paulo-SP,SP,0,0,2018,25,0
Cruzeiro-MG,MG,Atletico-MG,MG,0,0,2018,25,0
Bahia-BA,BA,Palmeiras-SP,SP,1,1,2018,25,0
Atletico-PR,PR,Fluminense-RJ,RJ,3,1,2018,25,1
Corinthians-SP,SP,Sport-PE,PE,2,1,2018,25,1
Chapecoense-SC,SC,Internacional-RS,RS,2,1,2018,25,1
Sao Paulo-SP,SP,America-MG,MG,1,1,2018,26,0
Gremio-RS,RS,Ceara-CE,CE,3,2,2018,26,1
Flamengo-RJ,RJ,Atletico-MG,MG,2,1,2018,26,1
Atletico-PR,PR,Parana-PR,PR,3,0,2018,26,1
Corinthians-SP,SP,Internacional-RS,RS,1,1,2018,26,0
Vitoria-BA,BA,Botafogo-RJ,RJ,3,4,2018,26,0
Sport-PE,PE,Palmeiras-SP,SP,0,1,2018,26,0
Cruzeiro-MG,MG,Santos-SP,SP,2,1,2018,26,1
Chapecoense-SC,SC,Fluminense-RJ,RJ,1,2,2018,26,0
Vasco da Gama-RJ,RJ,Bahia-BA,BA,2,1,2018,26,1
Fluminense-RJ,RJ,Gremio-RS,RS,0,1,2018,27,0
America-MG,MG,Corinthians-SP,SP,0,0,2018,27,0
Bahia-BA,BA,Flamengo-RJ,RJ,0,0,2018,27,0
Palmeiras-SP,SP,Cruzeiro-MG,MG,3,1,2018,27,1
Internacional-RS,RS,Vitoria-BA,BA,2,1,2018,27,1
Atletico-MG,MG,Sport-PE,PE,5,2,2018,27,1
Santos-SP,SP,Atletico-PR,PR,1,0,2018,27,1
Botafogo-RJ,RJ,Sao Paulo-SP,SP,2,2,2018,27,0
Ceara-CE,CE,Chapecoense-SC,SC,3,1,2018,27,1
Parana-PR,PR,Vasco da Gama-RJ,RJ,1,1,2018,27,0
Sport-PE,PE,Internacional-RS,RS,2,1,2018,28,1
Corinthians-SP,SP,Flamengo-RJ,RJ,0,3,2018,28,0
Vitoria-BA,BA,Santos-SP,SP,0,1,2018,28,0
Atletico-PR,PR,America-MG,MG,4,0,2018,28,1
Chapecoense-SC,SC,Atletico-MG,MG,1,0,2018,28,1
Sao Paulo-SP,SP,Palmeiras-SP,SP,0,2,2018,28,0
Gremio-RS,RS,Bahia-BA,BA,2,2,2018,28,0
Fluminense-RJ,RJ,Parana-PR,PR,4,0,2018,28,1
Botafogo-RJ,RJ,Vasco da Gama-RJ,RJ,1,1,2018,28,0
Cruzeiro-MG,MG,Ceara-CE,CE,0,2,2018,28,0
Flamengo-RJ,RJ,Fluminense-RJ,RJ,3,0,2018,29,1
Santos-SP,SP,Corinthians-SP,SP,1,0,2018,29,1
Bahia-BA,BA,Parana-PR,PR,2,0,2018,29,1
Chapecoense-SC,SC,Vitoria-BA,BA,0,1,2018,29,0
Palmeiras-SP,SP,Gremio-RS,RS,2,0,2018,29,1
Internacional-RS,RS,Sao Paulo-SP,SP,3,1,2018,29,1
Vasco da Gama-RJ,RJ,Cruzeiro-MG,MG,2,0,2018,29,1
Atletico-PR,PR,Sport-PE,PE,4,0,2018,29,1
Atletico-MG,MG,America-MG,MG,0,0,2018,29,0
Ceara-CE,CE,Botafogo-RJ,RJ,0,0,2018,29,0
Botafogo-RJ,RJ,Bahia-BA,BA,0,1,2018,30,0
America-MG,MG,Gremio-RS,RS,1,1,2018,30,0
Sao Paulo-SP,SP,Atletico-PR,PR,0,0,2018,30,0
Sport-PE,PE,Vasco da Gama-RJ,RJ,2,1,2018,30,1
Vitoria-BA,BA,Corinthians-SP,SP,2,2,2018,30,0
Fluminense-RJ,RJ,Atletico-MG,MG,1,0,2018,30,1
Palmeiras-SP,SP,Ceara-CE,CE,2,1,2018,30,1
Cruzeiro-MG,MG,Chapecoense-SC,SC,3,0,2018,30,1
Parana-PR,PR,Flamengo-RJ,RJ,0,4,2018,30,0
Internacional-RS,RS,Santos-SP,SP,2,2,2018,30,0
Vitoria-BA,BA,Sao Paulo-SP,SP,0,1,2018,31,0
Vasco da Gama-RJ,RJ,Internacional-RS,RS,1,1,2018,31,0
Santos-SP,SP,Fluminense-RJ,RJ,3,0,2018,31,1
Gremio-RS,RS,Sport-PE,PE,3,4,2018,31,0
Corinthians-SP,SP,Bahia-BA,BA,2,1,2018,31,1
Flamengo-RJ,RJ,Palmeiras-SP,SP,1,1,2018,31,0
Chapecoense-SC,SC,America-MG,MG,1,0,2018,31,1
Cruzeiro-MG,MG,Parana-PR,PR,3,1,2018,31,1
Atletico-PR,PR,Botafogo-RJ,RJ,2,1,2018,31,1
Ceara-CE,CE,Atletico-MG,MG,2,1,2018,31,1
Atletico-MG,MG,Gremio-RS,RS,0,1,2018,32,0
Fluminense-RJ,RJ,Vasco da Gama-RJ,RJ,0,1,2018,32,0
Palmeiras-SP,SP,Santos-SP,SP,3,2,2018,32,1
Parana-PR,PR,Vitoria-BA,BA,1,1,2018,32,0
America-MG,MG,Cruzeiro-MG,MG,1,2,2018,32,0
Sao Paulo-SP,SP,Flamengo-RJ,RJ,2,2,2018,32,0
Botafogo-RJ,RJ,Corinthians-SP,SP,1,0,2018,32,1
Bahia-BA,BA,Chapecoense-SC,SC,1,0,2018,32,1
Internacional-RS,RS,Atletico-PR,PR,2,1,2018,32,1
Sport-PE,PE,Ceara-CE,CE,1,0,2018,32,1
America-MG,MG,Parana-PR,PR,0,1,2018,33,0
Corinthians-SP,SP,Sao Paulo-SP,SP,1,1,2018,33,0
Botafogo-RJ,RJ,Flamengo-RJ,RJ,2,1,2018,33,1
Atletico-PR,PR,Cruzeiro-MG,MG,2,0,2018,33,1
Atletico-MG,MG,Palmeiras-SP,SP,1,1,2018,33,0
Gremio-RS,RS,Vasco da Gama-RJ,RJ,2,1,2018,33,1
Ceara-CE,CE,Internacional-RS,RS,1,1,2018,33,0
Vitoria-BA,BA,Bahia-BA,BA,2,2,2018,33,0
Fluminense-RJ,RJ,Sport-PE,PE,0,0,2018,33,0
Santos-SP,SP,Chapecoense-SC,SC,0,1,2018,33,0
Vasco da Gama-RJ,RJ,Atletico-PR,PR,1,1,2018,34,0
Parana-PR,PR,Atletico-MG,MG,0,1,2018,34,0
Bahia-BA,BA,Ceara-CE,CE,2,1,2018,34,1
Palmeiras-SP,SP,Fluminense-RJ,RJ,3,0,2018,34,1
Cruzeiro-MG,MG,Corinthians-SP,SP,1,0,2018,34,1
Sport-PE,PE,Vitoria-BA,BA,0,0,2018,34,0
Chapecoense-SC,SC,Botafogo-RJ,RJ,0,1,2018,34,0
Flamengo-RJ,RJ,Santos-SP,SP,1,0,2018,34,1
Sao Paulo-SP,SP,Gremio-RS,RS,1,1,2018,34,0
Internacional-RS,RS,America-MG,MG,2,0,2018,34,1
Vitoria-BA,BA,Atletico-PR,PR,1,2,2018,35,0
Corinthians-SP,SP,Vasco da Gama-RJ,RJ,1,0,2018,35,1
Atletico-MG,MG,Bahia-BA,BA,1,0,2018,35,1
Botafogo-RJ,RJ,Internacional-RS,RS,1,0,2018,35,1
Sport-PE,PE,Flamengo-RJ,RJ,0,1,2018,35,0
America-MG,MG,Santos-SP,SP,2,1,2018,35,1
Parana-PR,PR,Palmeiras-SP,SP,1,1,2018,35,0
Gremio-RS,RS,Chapecoense-SC,SC,2,0,2018,35,1
Sao Paulo-SP,SP,Cruzeiro-MG,MG,1,0,2018,35,1
Fluminense-RJ,RJ,Ceara-CE,CE,0,0,2018,35,0
Internacional-RS,RS,Atletico-MG,MG,1,2,2018,36,0
Santos-SP,SP,Botafogo-RJ,RJ,1,1,2018,36,0
Cruzeiro-MG,MG,Vitoria-BA,BA,3,0,2018,36,1
Atletico-PR,PR,Corinthians-SP,SP,1,0,2018,36,1
Flamengo-RJ,RJ,Gremio-RS,RS,2,0,2018,36,1
Palmeiras-SP,SP,America-MG,MG,4,0,2018,36,1
Vasco da Gama-RJ,RJ,Sao Paulo-SP,SP,2,0,2018,36,1
Ceara-CE,CE,Parana-PR,PR,1,0,2018,36,1
Chapecoense-SC,SC,Sport-PE,PE,2,1,2018,36,1
Bahia-BA,BA,Fluminense-RJ,RJ,2,0,2018,36,1
Santos-SP,SP,Atletico-MG,MG,3,2,2018,37,1
Cruzeiro-MG,MG,Flamengo-RJ,RJ,0,2,2018,37,0
Vitoria-BA,BA,Gremio-RS,RS,0,0,2018,37,0
Vasco da Gama-RJ,RJ,Palmeiras-SP,SP,0,1,2018,37,0
Atletico-PR,PR,Ceara-CE,CE,2,2,2018,37,0
America-MG,MG,Bahia-BA,BA,1,0,2018,37,1
Corinthians-SP,SP,Chapecoense-SC,SC,0,0,2018,37,0
Internacional-RS,RS,Fluminense-RJ,RJ,2,0,2018,37,1
Sao Paulo-SP,SP,Sport-PE,PE,0,0,2018,37,0
Botafogo-RJ,RJ,Parana-PR,PR,2,1,2018,37,1
Atletico-MG,MG,Botafogo-RJ,RJ,1,0,2018,38,1
Flamengo-RJ,RJ,Atletico-PR,PR,1,2,2018,38,0
Parana-PR,PR,Internacional-RS,RS,1,1,2018,38,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,1,0,2018,38,1
Bahia-BA,BA,Cruzeiro-MG,MG,0,0,2018,38,0
Fluminense-RJ,RJ,America-MG,MG,1,0,2018,38,1
Ceara-CE,CE,Vasco da Gama-RJ,RJ,0,0,2018,38,0
Sport-PE,PE,Santos-SP,SP,2,1,2018,38,1
Palmeiras-SP,SP,Vitoria-BA,BA,3,2,2018,38,1
Gremio-RS,RS,Corinthians-SP,SP,1,0,2018,38,1
Sao Paulo-SP,SP,Botafogo-RJ,RJ,2,0,2019,1,1
Atletico-MG,MG,Avai-SC,SC,2,1,2019,1,1
Chapecoense-SC,SC,Internacional-RS,RS,2,0,2019,1,1
Flamengo-RJ,RJ,Cruzeiro-MG,MG,3,1,2019,1,1
Gremio-RS,RS,Santos-SP,SP,1,2,2019,1,0
Ceara-CE,CE,Csa-AL,AL,4,0,2019,1,1
Bahia-BA,BA,Corinthians-SP,SP,3,2,2019,1,1
Atletico-PR,PR,Vasco da Gama-RJ,RJ,4,1,2019,1,1
Palmeiras-SP,SP,Fortaleza-CE,CE,4,0,2019,1,1
Fluminense-RJ,RJ,Goias-GO,GO,0,1,2019,1,0
Corinthians-SP,SP,Chapecoense-SC,SC,1,0,2019,2,1
Csa-AL,AL,Palmeiras-SP,SP,1,1,2019,2,0
Internacional-RS,RS,Flamengo-RJ,RJ,2,1,2019,2,1
Cruzeiro-MG,MG,Ceara-CE,CE,1,0,2019,2,1
Avai-SC,SC,Gremio-RS,RS,1,1,2019,2,0
Fortaleza-CE,CE,Atletico-PR,PR,2,1,2019,2,1
Vasco da Gama-RJ,RJ,Atletico-MG,MG,1,2,2019,2,0
Goias-GO,GO,Sao Paulo-SP,SP,1,2,2019,2,0
Santos-SP,SP,Fluminense-RJ,RJ,2,1,2019,2,1
Botafogo-RJ,RJ,Bahia-BA,BA,3,2,2019,2,1
Vasco da Gama-RJ,RJ,Corinthians-SP,SP,1,1,2019,3,0
Palmeiras-SP,SP,Internacional-RS,RS,1,0,2019,3,1
Ceara-CE,CE,Atletico-MG,MG,1,2,2019,3,0
Chapecoense-SC,SC,Atletico-PR,PR,1,1,2019,3,0
Sao Paulo-SP,SP,Flamengo-RJ,RJ,1,1,2019,3,0
Cruzeiro-MG,MG,Goias-GO,GO,2,1,2019,3,1
Botafogo-RJ,RJ,Fortaleza-CE,CE,1,0,2019,3,1
Csa-AL,AL,Santos-SP,SP,0,0,2019,3,0
Bahia-BA,BA,Avai-SC,SC,1,0,2019,3,1
Gremio-RS,RS,Fluminense-RJ,RJ,4,5,2019,3,0
Fluminense-RJ,RJ,Botafogo-RJ,RJ,0,1,2019,4,0
Corinthians-SP,SP,Gremio-RS,RS,0,0,2019,4,0
Goias-GO,GO,Ceara-CE,CE,2,1,2019,4,1
Flamengo-RJ,RJ,Chapecoense-SC,SC,2,1,2019,4,1
Santos-SP,SP,Vasco da Gama-RJ,RJ,3,0,2019,4,1
Atletico-MG,MG,Palmeiras-SP,SP,0,2,2019,4,0
Internacional-RS,RS,Cruzeiro-MG,MG,3,1,2019,4,1
Fortaleza-CE,CE,Sao Paulo-SP,SP,0,1,2019,4,0
Avai-SC,SC,Csa-AL,AL,0,0,2019,4,0
Atletico-PR,PR,Bahia-BA,BA,1,0,2019,4,1
Fluminense-RJ,RJ,Cruzeiro-MG,MG,4,1,2019,5,1
Atletico-MG,MG,Flamengo-RJ,RJ,2,1,2019,5,1
Palmeiras-SP,SP,Santos-SP,SP,4,0,2019,5,1
Sao Paulo-SP,SP,Bahia-BA,BA,0,0,2019,5,0
Atletico-PR,PR,Corinthians-SP,SP,0,2,2019,5,0
Chapecoense-SC,SC,Fortaleza-CE,CE,1,3,2019,5,0
Goias-GO,GO,Botafogo-RJ,RJ,1,0,2019,5,1
Internacional-RS,RS,Csa-AL,AL,2,0,2019,5,1
Vasco da Gama-RJ,RJ,Avai-SC,SC,1,1,2019,5,0
Ceara-CE,CE,Gremio-RS,RS,2,1,2019,5,1
Botafogo-RJ,RJ,Palmeiras-SP,SP,0,1,2019,6,0
Gremio-RS,RS,Atletico-MG,MG,1,0,2019,6,1
Santos-SP,SP,Internacional-RS,RS,0,0,2019,6,0
Flamengo-RJ,RJ,Atletico-PR,PR,3,2,2019,6,1
Cruzeiro-MG,MG,Chapecoense-SC,SC,1,2,2019,6,0
Fortaleza-CE,CE,Vasco da Gama-RJ,RJ,1,1,2019,6,0
Corinthians-SP,SP,Sao Paulo-SP,SP,1,0,2019,6,1
Bahia-BA,BA,Fluminense-RJ,RJ,3,2,2019,6,1
Avai-SC,SC,Ceara-CE,CE,1,2,2019,6,0
Csa-AL,AL,Goias-GO,GO,1,0,2019,6,1
Flamengo-RJ,RJ,Fortaleza-CE,CE,2,0,2019,7,1
Bahia-BA,BA,Gremio-RS,RS,1,0,2019,7,1
Botafogo-RJ,RJ,Vasco da Gama-RJ,RJ,1,0,2019,7,1
Atletico-PR,PR,Fluminense-RJ,RJ,3,0,2019,7,1
Ceara-CE,CE,Santos-SP,SP,0,1,2019,7,0
Sao Paulo-SP,SP,Cruzeiro-MG,MG,1,1,2019,7,0
Internacional-RS,RS,Avai-SC,SC,2,0,2019,7,1
Chapecoense-SC,SC,Palmeiras-SP,SP,1,2,2019,7,0
Atletico-MG,MG,Csa-AL,AL,4,0,2019,7,1
Corinthians-SP,SP,Goias-GO,GO,2,0,2019,7,1
Vasco da Gama-RJ,RJ,Internacional-RS,RS,2,1,2019,8,1
Palmeiras-SP,SP,Atletico-PR,PR,1,0,2019,8,1
Gremio-RS,RS,Fortaleza-CE,CE,1,0,2019,8,1
Cruzeiro-MG,MG,Corinthians-SP,SP,0,0,2019,8,0
Ceara-CE,CE,Bahia-BA,BA,0,0,2019,8,0
Avai-SC,SC,Sao Paulo-SP,SP,0,0,2019,8,0
Santos-SP,SP,Atletico-MG,MG,3,1,2019,8,1
Fluminense-RJ,RJ,Flamengo-RJ,RJ,0,0,2019,8,0
Csa-AL,AL,Botafogo-RJ,RJ,1,2,2019,8,0
Goias-GO,GO,Chapecoense-SC,SC,3,1,2019,8,1
Botafogo-RJ,RJ,Gremio-RS,RS,0,1,2019,9,0
Fortaleza-CE,CE,Cruzeiro-MG,MG,2,1,2019,9,1
Santos-SP,SP,Corinthians-SP,SP,1,0,2019,9,1
Internacional-RS,RS,Bahia-BA,BA,3,1,2019,9,1
Csa-AL,AL,Flamengo-RJ,RJ,0,2,2019,9,0
Vasco da Gama-RJ,RJ,Ceara-CE,CE,1,0,2019,9,1
Palmeiras-SP,SP,Avai-SC,SC,2,0,2019,9,1
Chapecoense-SC,SC,Fluminense-RJ,RJ,1,1,2019,9,0
